nom,genre,prenom,nom_famille,date_naissance,lieu_naissance,circonscription,sycomore_id,wikidata,frwiki
Gilles Savary,masculin,Gilles,Savary,1954-12-06T00:00:00Z,Oradour-sur-Vayres,neuvième circonscription de la Gironde,18526,http://www.wikidata.org/entity/Q2856372,https://fr.wikipedia.org/wiki/Gilles%20Savary
Florent Boudié,masculin,Florent,Boudié,1973-09-22T00:00:00Z,Sainte-Foy-la-Grande,dixième circonscription de la Gironde,18365,http://www.wikidata.org/entity/Q2856427,https://fr.wikipedia.org/wiki/Florent%20Boudi%C3%A9
Arlette Grosskost,féminin,Arlette,Grosskost,1953-07-19T00:00:00Z,Wissembourg,cinquième circonscription du Haut-Rhin,10690,http://www.wikidata.org/entity/Q2861631,https://fr.wikipedia.org/wiki/Arlette%20Grosskost
Arnaud Leroy,masculin,Arnaud,Leroy,1976-04-23T00:00:00Z,Lille,cinquième circonscription des Français établis hors de France,18469,http://www.wikidata.org/entity/Q2863160,https://fr.wikipedia.org/wiki/Arnaud%20Leroy
Arnaud Richard,masculin,Arnaud,Richard,1971-04-30T00:00:00Z,Rouen,septième circonscription des Yvelines,18510,http://www.wikidata.org/entity/Q2863207,https://fr.wikipedia.org/wiki/Arnaud%20Richard
Arnaud Robinet,masculin,Arnaud,Robinet,1975-04-30T00:00:00Z,Reims,première circonscription de la Marne,17783,http://www.wikidata.org/entity/Q2863211,https://fr.wikipedia.org/wiki/Arnaud%20Robinet
Ary Chalus,masculin,Ary,Chalus,1961-12-06T00:00:00Z,Pointe-à-Pitre,troisième circonscription de la Guadeloupe,18385,http://www.wikidata.org/entity/Q2866091,https://fr.wikipedia.org/wiki/Ary%20Chalus
Audrey Linkenheld,féminin,Audrey,Linkenheld,1973-10-11T00:00:00Z,Strasbourg,deuxième circonscription du Nord,18471,http://www.wikidata.org/entity/Q2870852,https://fr.wikipedia.org/wiki/Audrey%20Linkenheld
Benoist Apparu,masculin,Benoist,Apparu,1969-11-24T00:00:00Z,Toulouse,quatrième circonscription de la Marne,17263,http://www.wikidata.org/entity/Q2896372,https://fr.wikipedia.org/wiki/Benoist%20Apparu
Bernadette Laclais,féminin,Bernadette,Laclais,1967-03-10T00:00:00Z,Chambéry,quatrième circonscription de la Savoie,18451,http://www.wikidata.org/entity/Q2897359,https://fr.wikipedia.org/wiki/Bernadette%20Laclais
Bernard Brochand,masculin,Bernard,Brochand,1938-06-05T00:00:00Z,Nice,huitième circonscription des Alpes-Maritimes,9628,http://www.wikidata.org/entity/Q2897604,https://fr.wikipedia.org/wiki/Bernard%20Brochand
Bernard Debré,masculin,Bernard,Debré,1944-09-30T00:00:00Z,Toulouse,quatrième circonscription de Paris,2194,http://www.wikidata.org/entity/Q2897761,https://fr.wikipedia.org/wiki/Bernard%20Debr%C3%A9
Bernard Gérard,masculin,Bernard,Gérard,1953-08-29T00:00:00Z,Valenciennes,neuvième circonscription du Nord,17212,http://www.wikidata.org/entity/Q2898033,https://fr.wikipedia.org/wiki/Bernard%20G%C3%A9rard%20%28homme%20politique%29
Bernard Lesterlin,masculin,Bernard,Lesterlin,1949-09-18T00:00:00Z,Vienne,deuxième circonscription de l'Allier,17342,http://www.wikidata.org/entity/Q2898240,https://fr.wikipedia.org/wiki/Bernard%20Lesterlin
Bertrand Pancher,masculin,Bertrand,Pancher,1958-06-05T00:00:00Z,Saint-Mihiel,première circonscription de la Meuse,17363,http://www.wikidata.org/entity/Q2899644,https://fr.wikipedia.org/wiki/Bertrand%20Pancher
Boinali Saïd,masculin,Boinali,Saïd,1960-09-25T00:00:00Z,Dzaoudzi,première circonscription de Mayotte,18519,http://www.wikidata.org/entity/Q2908882,https://fr.wikipedia.org/wiki/Boinali%20Sa%C3%AFd
Philippe Plisson,masculin,Philippe,Plisson,1951-01-12T00:00:00Z,Saint-Caprais-de-Blaye,onzième circonscription de la Gironde,17369,http://www.wikidata.org/entity/Q2913267,https://fr.wikipedia.org/wiki/Philippe%20Plisson
Martine Faure,féminin,Martine,Faure,1948-09-30T00:00:00Z,Langon,douzième circonscription de la Gironde,17300,http://www.wikidata.org/entity/Q2913271,https://fr.wikipedia.org/wiki/Martine%20Faure
Jean-Louis Roumégas,masculin,Jean-Louis,Roumégas,1962-06-06T00:00:00Z,Alger,première circonscription de l'Hérault,18518,http://www.wikidata.org/entity/Q2913287,https://fr.wikipedia.org/wiki/Jean-Louis%20Roum%C3%A9gas
Sébastien Denaja,masculin,Sébastien,Denaja,1979-01-14T00:00:00Z,Montpellier,septième circonscription de l'Hérault,18403,http://www.wikidata.org/entity/Q2920819,https://fr.wikipedia.org/wiki/S%C3%A9bastien%20Denaja
Nathalie Appéré,féminin,Nathalie,Appéré,1975-07-08T00:00:00Z,Ploemeur,deuxième circonscription d'Ille-et-Vilaine,18337,http://www.wikidata.org/entity/Q2920825,https://fr.wikipedia.org/wiki/Nathalie%20App%C3%A9r%C3%A9
Brigitte Allain,féminin,Brigitte,Allain,1956-04-23T00:00:00Z,Bergerac,deuxième circonscription de la Dordogne,18333,http://www.wikidata.org/entity/Q2925385,https://fr.wikipedia.org/wiki/Brigitte%20Allain
Brigitte Bourguignon,féminin,Brigitte,Bourguignon,1959-03-21T00:00:00Z,Boulogne-sur-Mer,sixième circonscription du Pas-de-Calais,18366,http://www.wikidata.org/entity/Q2925411,https://fr.wikipedia.org/wiki/Brigitte%20Bourguignon
Bruno Le Roux,masculin,Bruno,Le Roux,1965-05-02T00:00:00Z,Gennevilliers,première circonscription de la Seine-Saint-Denis,7614,http://www.wikidata.org/entity/Q2926861,https://fr.wikipedia.org/wiki/Bruno%20Le%20Roux
Bruno Nestor Azerot,masculin,Bruno Nestor,Azerot,1961-07-22T00:00:00Z,La Trinité,deuxième circonscription de la Martinique,18345,http://www.wikidata.org/entity/Q2926907,https://fr.wikipedia.org/wiki/Bruno%20Nestor%20Azerot
Béatrice Santais,féminin,Béatrice,Santais,1964-09-17T00:00:00Z,Montmélian,troisième circonscription de la Savoie,18523,http://www.wikidata.org/entity/Q2929478,https://fr.wikipedia.org/wiki/B%C3%A9atrice%20Santais
Camille de Rocca Serra,masculin,Camille,de Rocca Serra,1954-05-21T00:00:00Z,Porto-Vecchio,deuxième circonscription de la Corse-du-Sud,10761,http://www.wikidata.org/entity/Q2935125,https://fr.wikipedia.org/wiki/Camille%20de%20Rocca%20Serra%20%28homme%20politique%2C%201954%29
Carlos Da Silva,masculin,Carlos,Da Silva,1974-11-16T00:00:00Z,Corbeil-Essonnes,première circonscription de l'Essonne,18325,http://www.wikidata.org/entity/Q2939324,https://fr.wikipedia.org/wiki/Carlos%20Da%20Silva%20%28homme%20politique%29
Sonia Lagarde,féminin,Sonia,Lagarde,1948-08-29T00:00:00Z,Nouméa,première circonscription de Nouvelle-Calédonie,,http://www.wikidata.org/entity/Q3490433,https://fr.wikipedia.org/wiki/Sonia%20Lagarde
Sophie Dion,féminin,Sophie,Dion,1956-03-25T00:00:00Z,Dijon,sixième circonscription de la Haute-Savoie,18407,http://www.wikidata.org/entity/Q3490917,https://fr.wikipedia.org/wiki/Sophie%20Dion
Sophie Errante,féminin,Sophie,Errante,1971-07-22T00:00:00Z,Nantes,dixième circonscription de la Loire-Atlantique,18417,http://www.wikidata.org/entity/Q3490926,https://fr.wikipedia.org/wiki/Sophie%20Errante
Sophie Rohfritsch,féminin,Sophie,Rohfritsch,1962-08-27T00:00:00Z,Grenoble,quatrième circonscription du Bas-Rhin,18514,http://www.wikidata.org/entity/Q3491032,https://fr.wikipedia.org/wiki/Sophie%20Rohfritsch
Stéphane Demilly,masculin,Stéphane,Demilly,1963-06-26T00:00:00Z,Albert,cinquième circonscription de la Somme,10659,http://www.wikidata.org/entity/Q3501722,https://fr.wikipedia.org/wiki/St%C3%A9phane%20Demilly
Stéphane Saint-André,masculin,Stéphane,Saint-André,1964-05-21T00:00:00Z,Saint-Omer,neuvième circonscription du Pas-de-Calais,18520,http://www.wikidata.org/entity/Q3502075,https://fr.wikipedia.org/wiki/St%C3%A9phane%20Saint-Andr%C3%A9
Stéphane Travert,masculin,Stéphane,Travert,1969-10-12T00:00:00Z,Carentan,troisième circonscription de la Manche,18537,http://www.wikidata.org/entity/Q3502105,https://fr.wikipedia.org/wiki/St%C3%A9phane%20Travert
Suzanne Tallard,féminin,Suzanne,Tallard,1943-06-19T00:00:00Z,La Rochelle,deuxième circonscription de la Charente-Maritime,18534,http://www.wikidata.org/entity/Q3506044,https://fr.wikipedia.org/wiki/Suzanne%20Tallard
Sylvain Berrios,masculin,Sylvain,Berrios,1968-05-06T00:00:00Z,Maisons-Alfort,première circonscription du Val-de-Marne,,http://www.wikidata.org/entity/Q3506922,https://fr.wikipedia.org/wiki/Sylvain%20Berrios
Sylviane Alaux,féminin,Sylviane,Alaux,1945-07-01T00:00:00Z,Choisy-le-Roi,sixième circonscription des Pyrénées-Atlantiques,18331,http://www.wikidata.org/entity/Q3507235,https://fr.wikipedia.org/wiki/Sylviane%20Alaux
Sylviane Bulteau,féminin,Sylviane,Bulteau,1964-04-21T00:00:00Z,Poissy,deuxième circonscription de la Vendée,18376,http://www.wikidata.org/entity/Q3507238,https://fr.wikipedia.org/wiki/Sylviane%20Bulteau
Sylvie Tolmont,féminin,Sylvie,Tolmont,1962-10-09T00:00:00Z,Le Mans,quatrième circonscription de la Sarthe,18574,http://www.wikidata.org/entity/Q3507399,https://fr.wikipedia.org/wiki/Sylvie%20Tolmont
Sébastien Huyghe,masculin,Sébastien,Huyghe,1969-10-25T00:00:00Z,Béthune,cinquième circonscription du Nord,10699,http://www.wikidata.org/entity/Q3510140,https://fr.wikipedia.org/wiki/S%C3%A9bastien%20Huyghe
Sébastien Pietrasanta,masculin,Sébastien,Pietrasanta,1977-08-07T00:00:00Z,Asnières-sur-Seine,deuxième circonscription des Hauts-de-Seine,18497,http://www.wikidata.org/entity/Q3510256,https://fr.wikipedia.org/wiki/S%C3%A9bastien%20Pietrasanta
Thierry Lazaro,masculin,Thierry,Lazaro,1960-09-27T00:00:00Z,Lille,sixième circonscription du Nord,7534,http://www.wikidata.org/entity/Q3524375,https://fr.wikipedia.org/wiki/Thierry%20Lazaro
Thierry Solère,masculin,Thierry,Solère,1971-08-17T00:00:00Z,Nantes,neuvième circonscription des Hauts-de-Seine,18530,http://www.wikidata.org/entity/Q3524518,https://fr.wikipedia.org/wiki/Thierry%20Sol%C3%A8re
Thomas Thévenoud,masculin,Thomas,Thévenoud,1974-05-05T00:00:00Z,Dijon,première circonscription de Saône-et-Loire,18536,http://www.wikidata.org/entity/Q3525615,https://fr.wikipedia.org/wiki/Thomas%20Th%C3%A9venoud
Valérie Corre,féminin,Valérie,Corre,1967-05-17T00:00:00Z,Antony,sixième circonscription du Loiret,18396,http://www.wikidata.org/entity/Q3554243,https://fr.wikipedia.org/wiki/Val%C3%A9rie%20Corre
Valérie Lacroute,féminin,Valérie,Lacroute,1965-10-29T00:00:00Z,Chalon-sur-Saône,deuxième circonscription de Seine-et-Marne,18452,http://www.wikidata.org/entity/Q3554274,https://fr.wikipedia.org/wiki/Val%C3%A9rie%20Lacroute
Thierry Mariani,masculin,Thierry,Mariani,1958-08-08T00:00:00Z,Orange,onzième circonscription des Français établis hors de France,4994,http://www.wikidata.org/entity/Q63655,https://fr.wikipedia.org/wiki/Thierry%20Mariani
Franck Riester,masculin,Franck,Riester,1974-01-03T00:00:00Z,Paris,cinquième circonscription de Seine-et-Marne,17373,http://www.wikidata.org/entity/Q64463,https://fr.wikipedia.org/wiki/Franck%20Riester
Valérie Rabault,féminin,Valérie,Rabault,1973-04-25T00:00:00Z,L'Haÿ-les-Roses,première circonscription de Tarn-et-Garonne,18507,http://www.wikidata.org/entity/Q3554304,https://fr.wikipedia.org/wiki/Val%C3%A9rie%20Rabault
Virginie Duby-Muller,féminin,Virginie,Duby-Muller,1979-08-16T00:00:00Z,Bonneville,quatrième circonscription de la Haute-Savoie,18413,http://www.wikidata.org/entity/Q3560729,https://fr.wikipedia.org/wiki/Virginie%20Duby-Muller
Véronique Besse,féminin,Véronique,Besse,1963-08-11T00:00:00Z,La Roche-sur-Yon,quatrième circonscription de la Vendée,13861,http://www.wikidata.org/entity/Q3564277,https://fr.wikipedia.org/wiki/V%C3%A9ronique%20Besse
Véronique Louwagie,féminin,Véronique,Louwagie,1961-03-20T00:00:00Z,Buis-sur-Damville,deuxième circonscription de l'Orne,18473,http://www.wikidata.org/entity/Q3564331,https://fr.wikipedia.org/wiki/V%C3%A9ronique%20Louwagie
Véronique Massonneau,féminin,Véronique,Massonneau,1959-07-17T00:00:00Z,Jemappes,quatrième circonscription de la Vienne,18479,http://www.wikidata.org/entity/Q3564334,https://fr.wikipedia.org/wiki/V%C3%A9ronique%20Massonneau
Yann Capet,masculin,Yann,Capet,1975-12-31T00:00:00Z,Calais,septième circonscription du Pas-de-Calais,18379,http://www.wikidata.org/entity/Q3571618,https://fr.wikipedia.org/wiki/Yann%20Capet
Yannick Favennec,masculin,Yannick,Favennec,1958-08-12T00:00:00Z,Chaudron-en-Mauges,troisième circonscription de la Mayenne,10671,http://www.wikidata.org/entity/Q3571749,https://fr.wikipedia.org/wiki/Yannick%20Favennec
Yannick Moreau,masculin,Yannick,Moreau,1975-08-04T00:00:00Z,Nantes,troisième circonscription de la Vendée,18483,http://www.wikidata.org/entity/Q3571783,https://fr.wikipedia.org/wiki/Yannick%20Moreau%20%28homme%20politique%29
Yves Albarello,masculin,Yves,Albarello,1952-03-17T00:00:00Z,Aulnay-sous-Bois,septième circonscription de Seine-et-Marne,17261,http://www.wikidata.org/entity/Q3573443,https://fr.wikipedia.org/wiki/Yves%20Albarello
Yves Daniel,masculin,Yves,Daniel,1954-07-31T00:00:00Z,Mouais,sixième circonscription de la Loire-Atlantique,18400,http://www.wikidata.org/entity/Q3573589,https://fr.wikipedia.org/wiki/Yves%20Daniel
Yves Durand,masculin,Yves,Durand,1946-06-06T00:00:00Z,Ambrières-les-Vallées,onzième circonscription du Nord,2760,http://www.wikidata.org/entity/Q3573638,https://fr.wikipedia.org/wiki/Yves%20Durand%20%28homme%20politique%2C%201946%29
Yves Foulon,masculin,Yves,Foulon,1958-10-10T00:00:00Z,Arcachon,huitième circonscription de la Gironde,18424,http://www.wikidata.org/entity/Q3573642,https://fr.wikipedia.org/wiki/Yves%20Foulon
Yves Goasdoué,masculin,Yves,Goasdoué,1959-08-22T00:00:00Z,Cherbourg,troisième circonscription de l'Orne,18434,http://www.wikidata.org/entity/Q3573671,https://fr.wikipedia.org/wiki/Yves%20Goasdou%C3%A9
Yves Nicolin,masculin,Yves,Nicolin,1963-03-05T00:00:00Z,Le Coteau,cinquième circonscription de la Loire,5547,http://www.wikidata.org/entity/Q3573878,https://fr.wikipedia.org/wiki/Yves%20Nicolin
Édouard Philippe,masculin,Édouard,Philippe,1970-11-28T00:00:00Z,Rouen,septième circonscription de la Seine-Maritime,18496,http://www.wikidata.org/entity/Q3579995,https://fr.wikipedia.org/wiki/%C3%89douard%20Philippe
Élie Aboud,masculin,Élie,Aboud,1959-10-12T00:00:00Z,Beyrouth,sixième circonscription de l'Hérault,17392,http://www.wikidata.org/entity/Q3587715,https://fr.wikipedia.org/wiki/%C3%89lie%20Aboud
Élisabeth Pochon,féminin,Élisabeth,Pochon,1955-04-19T00:00:00Z,Constantine,huitième circonscription de la Seine-Saint-Denis,18499,http://www.wikidata.org/entity/Q3587909,https://fr.wikipedia.org/wiki/%C3%89lisabeth%20Pochon
Émeric Bréhier,masculin,Émeric,Bréhier,1971-12-26T00:00:00Z,Paris,dixième circonscription de Seine-et-Marne,18370,http://www.wikidata.org/entity/Q3588175,https://fr.wikipedia.org/wiki/%C3%89meric%20Br%C3%A9hier
Éric Jalton,masculin,Éric,Jalton,1961-09-16T00:00:00Z,Les Abymes,première circonscription de la Guadeloupe,10701,http://www.wikidata.org/entity/Q3591191,https://fr.wikipedia.org/wiki/%C3%89ric%20Jalton
Éric Straumann,masculin,Éric,Straumann,1964-08-17T00:00:00Z,Colmar,première circonscription du Haut-Rhin,17379,http://www.wikidata.org/entity/Q3591368,https://fr.wikipedia.org/wiki/%C3%89ric%20Straumann
Éva Sas,féminin,Éva,Sas,1970-08-13T00:00:00Z,Nice,septième circonscription de l'Essonne,18524,http://www.wikidata.org/entity/Q3592676,https://fr.wikipedia.org/wiki/%C3%89va%20Sas
Daniel Gibbs,masculin,Daniel,Gibbs,1968-01-08T00:00:00Z,Saint-Martin,circonscription de Saint-Barthélemy et Saint-Martin,18433,http://www.wikidata.org/entity/Q4556137,https://fr.wikipedia.org/wiki/Daniel%20Gibbs
Napole Polutélé,masculin,Napole,Polutélé,1965-06-25T00:00:00Z,Mu'a,circonscription de Wallis et Futuna,,http://www.wikidata.org/entity/Q10620526,https://fr.wikipedia.org/wiki/Napole%20Polut%C3%A9l%C3%A9
Meyer Habib,masculin,Meyer,Habib,1961-04-28T00:00:00Z,Paris,huitième circonscription des Français établis hors de France,18563,http://www.wikidata.org/entity/Q13426765,https://fr.wikipedia.org/wiki/Meyer%20Habib
Jean-Louis Costes,masculin,Jean-Louis,Costes,1963-08-23T00:00:00Z,Agen,troisième circonscription de Lot-et-Garonne,18581,http://www.wikidata.org/entity/Q16026676,https://fr.wikipedia.org/wiki/Jean-Louis%20Costes%20%28homme%20politique%29
Christophe Premat,masculin,Christophe,Premat,1976-12-07T00:00:00Z,Annecy,troisième circonscription des Français établis hors de France,,http://www.wikidata.org/entity/Q16266321,https://fr.wikipedia.org/wiki/Christophe%20Premat
Jean-Marc Fournel,masculin,Jean-Marc,Fournel,1958-12-09T00:00:00Z,Longwy,troisième circonscription de Meurthe-et-Moselle,,http://www.wikidata.org/entity/Q16467664,https://fr.wikipedia.org/wiki/Jean-Marc%20Fournel
Robert Olive,masculin,Robert,Olive,1950-07-16T00:00:00Z,Villemolaque,troisième circonscription des Pyrénées-Orientales,,http://www.wikidata.org/entity/Q16467683,https://fr.wikipedia.org/wiki/Robert%20Olive
Gilda Hobert,féminin,Gilda,Hobert,1948-12-02T00:00:00Z,Sorgues,première circonscription du Rhône,,http://www.wikidata.org/entity/Q16467684,https://fr.wikipedia.org/wiki/Gilda%20Hobert
Anne-Christine Lang,féminin,Anne-Christine,Lang,1961-08-10T00:00:00Z,Mont-de-Marsan,neuvième circonscription de Paris,,http://www.wikidata.org/entity/Q16467685,https://fr.wikipedia.org/wiki/Anne-Christine%20Lang
Laurence Arribagé,féminin,Laurence,Arribagé,1970-05-25T00:00:00Z,Albi,troisième circonscription de la Haute-Garonne,18608,http://www.wikidata.org/entity/Q17173914,https://fr.wikipedia.org/wiki/Laurence%20Arribag%C3%A9
Laurent Degallaix,masculin,Laurent,Degallaix,1965-09-11T00:00:00Z,Valenciennes,vingt et unième circonscription du Nord,,http://www.wikidata.org/entity/Q17177077,https://fr.wikipedia.org/wiki/Laurent%20Degallaix
Stéphane Claireaux,masculin,Stéphane,Claireaux,1964-06-23T00:00:00Z,Saint-Pierre-et-Miquelon,circonscription législative de Saint-Pierre-et-Miquelon,,http://www.wikidata.org/entity/Q17332884,https://fr.wikipedia.org/wiki/St%C3%A9phane%20Claireaux
Romain Colas,masculin,Romain,Colas,1979-11-22T00:00:00Z,Créteil,neuvième circonscription de l'Essonne,,http://www.wikidata.org/entity/Q17350886,https://fr.wikipedia.org/wiki/Romain%20Colas
Maina Sage,féminin,Maina,Sage,1975-05-10T00:00:00Z,Papeete,première circonscription de la Polynésie française,,http://www.wikidata.org/entity/Q17350905,https://fr.wikipedia.org/wiki/Maina%20Sage
Pascal Demarthe,masculin,Pascal,Demarthe,1960-01-29T00:00:00Z,Abbeville,première circonscription de la Somme,,http://www.wikidata.org/entity/Q17619515,https://fr.wikipedia.org/wiki/Pascal%20Demarthe
Régine Povéda,féminin,Régine,Povéda,1957-08-24T00:00:00Z,Villeneuve-sur-Lot,deuxième circonscription de Lot-et-Garonne,,http://www.wikidata.org/entity/Q17907737,https://fr.wikipedia.org/wiki/R%C3%A9gine%20Pov%C3%A9da
Guy Bailliart,masculin,Guy,Bailliart,1946-09-24T00:00:00Z,Paris,troisième circonscription du Calvados,,http://www.wikidata.org/entity/Q20155655,https://fr.wikipedia.org/wiki/Guy%20Bailliart
David Comet,masculin,David,Comet,1973-07-25T00:00:00Z,Dax,première circonscription de la Charente,,http://www.wikidata.org/entity/Q20155717,https://fr.wikipedia.org/wiki/David%20Comet
Pierre Ribeaud,masculin,Pierre,Ribeaud,1955-06-13T00:00:00Z,Grenoble,cinquième circonscription de l'Isère,,http://www.wikidata.org/entity/Q20735825,https://fr.wikipedia.org/wiki/Pierre%20Ribeaud
Marie Le Vern,féminin,Marie,Le Vern,1983-01-11T00:00:00Z,Bois-Guillaume,sixième circonscription de la Seine-Maritime,,http://www.wikidata.org/entity/Q20882460,https://fr.wikipedia.org/wiki/Marie%20Le%20Vern
Arnaud Viala,masculin,Arnaud,Viala,1974-12-04T00:00:00Z,Millau,troisième circonscription de l'Aveyron,,http://www.wikidata.org/entity/Q20962474,https://fr.wikipedia.org/wiki/Arnaud%20Viala
Marine Brenier,féminin,Marine,Brenier,1986-08-11T00:00:00Z,Nice,cinquième circonscription des Alpes-Maritimes,,http://www.wikidata.org/entity/Q20991576,https://fr.wikipedia.org/wiki/Marine%20Brenier
Philippe Naillet,masculin,Philippe,Naillet,1960-08-14T00:00:00Z,Saint-Denis,première circonscription de La Réunion,,http://www.wikidata.org/entity/Q22683833,https://fr.wikipedia.org/wiki/Philippe%20Naillet
Jacques Dellerie,masculin,Jacques,Dellerie,1947-01-28T00:00:00Z,Desvres,neuvième circonscription de la Seine-Maritime,,http://www.wikidata.org/entity/Q22687825,https://fr.wikipedia.org/wiki/Jacques%20Dellerie
Romain Joron,masculin,Romain,Joron,1968-09-13T00:00:00Z,Amiens,deuxième circonscription de la Somme,,http://www.wikidata.org/entity/Q22687837,https://fr.wikipedia.org/wiki/Romain%20Joron
Marie-Thérèse Le Roy,féminin,Marie-Thérèse,Le Roy,1953-05-07T00:00:00Z,Saint-Thois,première circonscription du Finistère,,http://www.wikidata.org/entity/Q22978792,https://fr.wikipedia.org/wiki/Marie-Th%C3%A9r%C3%A8se%20Le%20Roy
Alain Ballay,masculin,Alain,Ballay,1954-02-19T00:00:00Z,Besançon,première circonscription de la Corrèze,,http://www.wikidata.org/entity/Q23001641,https://fr.wikipedia.org/wiki/Alain%20Ballay
Julien Dive,masculin,Julien,Dive,1985-05-21T00:00:00Z,Saint-Quentin,deuxième circonscription de l'Aisne,,http://www.wikidata.org/entity/Q23374860,https://fr.wikipedia.org/wiki/Julien%20Dive
Vincent Ledoux,masculin,Vincent,Ledoux,1966-06-21T00:00:00Z,Watermael-Boitsfort,dixième circonscription du Nord,,http://www.wikidata.org/entity/Q23384045,https://fr.wikipedia.org/wiki/Vincent%20Ledoux
Pascal Thévenot,masculin,Pascal,Thévenot,1966-06-03T00:00:00Z,Paris,deuxième circonscription des Yvelines,,http://www.wikidata.org/entity/Q23393145,https://fr.wikipedia.org/wiki/Pascal%20Th%C3%A9venot
Karine Daniel,féminin,Karine,Daniel,1974-06-22T00:00:00Z,Nantes,troisième circonscription de la Loire-Atlantique,,http://www.wikidata.org/entity/Q23907483,https://fr.wikipedia.org/wiki/Karine%20Daniel
